Number	Family Name	Name	Garden/Wild	Live material
2498	Amaryllidaceae	NARCISSUS bulbocodium JJA805	Garden	Yes
2499	Amaryllidaceae	NARCISSUS bulbocodium 'Glenbrook Hybrids'	Garden	
2500	Amaryllidaceae	NARCISSUS bulbocodium f. viriditubis	Garden	
2501	Amaryllidaceae	NARCISSUS bulbocodium subsp. bulbocodium	Garden	
2502	Amaryllidaceae	NARCISSUS bulbocodium subsp. citrinus	Garden	
2503	Amaryllidaceae	NARCISSUS bulbocodium subsp. citrinus	Garden	Yes
2504	Amaryllidaceae	NARCISSUS bulbocodium subsp. conspicuus	Garden	
2505	Amaryllidaceae	NARCISSUS bulbocodium subsp. filifolius	Garden	
2506	Amaryllidaceae	NARCISSUS bulbocodium subsp. graellsii	Garden	
2507	Amaryllidaceae	NARCISSUS bulbocodium subsp. nivalis	Garden	
2508	Amaryllidaceae	NARCISSUS bulbocodium subsp. validus	Garden	
2509	Amaryllidaceae	NARCISSUS cantabricus	Garden	
2510	Amaryllidaceae	NARCISSUS cantabricus mixed	Garden	
2511	Amaryllidaceae	NARCISSUS cantabricus subsp. cantabricus	Garden	
2512	Amaryllidaceae	NARCISSUS cantabricus subsp. monophyllus	Garden	
2513	Amaryllidaceae	NARCISSUS cantabricus subsp. petunioides	Garden	
2514	Amaryllidaceae	NARCISSUS cantabricus petunioides 2762-1 x Atlas Gold	Garden	
2515	Amaryllidaceae	NARCISSUS cantabricus petunioides Х romieuxii albidus SF110	Garden	
2516	Amaryllidaceae	NARCISSUS cavanillesii	Garden	
2517	Amaryllidaceae	NARCISSUS cerrolazae F&JK1104	Garden	
2518	Amaryllidaceae	NARCISSUS confusus	Garden	
2519	Amaryllidaceae	NARCISSUS cordubensis	Garden	
2520	Amaryllidaceae	NARCISSUS cyclamineus	Garden	
2521	Amaryllidaceae	NARCISSUS deficiens	Garden	
2522	Amaryllidaceae	NARCISSUS dubius	Garden	
2523	Amaryllidaceae	NARCISSUS eugeniae	Garden	
2524	Amaryllidaceae	NARCISSUS fernandesii	Garden	
2525	Amaryllidaceae	NARCISSUS gigas	Garden	
2526	Amaryllidaceae	NARCISSUS hedraeanthus	Garden	
2527	Amaryllidaceae	NARCISSUS hedraeanthus subsp. luteolentus	Garden	
2528	Amaryllidaceae	NARCISSUS iohannis	Garden	
2529	Amaryllidaceae	NARCISSUS jacetanus	Garden	
2530	Amaryllidaceae	NARCISSUS jonquilla	Garden	
2531	Amaryllidaceae	NARCISSUS lobularis	Garden	
2532	Amaryllidaceae	NARCISSUS longispathus	Garden	
2533	Amaryllidaceae	NARCISSUS minor	Garden	
2534	Amaryllidaceae	NARCISSUS munozii-garmendiae	Garden	
2535	Amaryllidaceae	NARCISSUS nevadensis	Garden	
2536	Amaryllidaceae	NARCISSUS nivalis	Garden	
2537	Amaryllidaceae	NARCISSUS obesus	Garden	
2538	Amaryllidaceae	NARCISSUS obesus MS451	Garden	
2539	Amaryllidaceae	NARCISSUS obesus 'Lee Martin'	Garden	
2540	Amaryllidaceae	NARCISSUS obsoletus	Garden	
2541	Amaryllidaceae	NARCISSUS pallidiflorus	Garden	
2542	Amaryllidaceae	NARCISSUS perez-chiscanoi F&JK0611	Garden	
2543	Amaryllidaceae	NARCISSUS poeticus	Garden	
2544	Amaryllidaceae	NARCISSUS primigenius	Garden	
2545	Amaryllidaceae	NARCISSUS pseudonarcissus	Garden	
2546	Amaryllidaceae	NARCISSUS x romanensis	Garden	
2547	Amaryllidaceae	NARCISSUS romieuxii	Garden	
2548	Amaryllidaceae	NARCISSUS romieuxii FS126-1	Garden	
2549	Amaryllidaceae	NARCISSUS romieuxii 'Julia Jane'	Garden	
2550	Amaryllidaceae	NARCISSUS romieuxii subsp. albidus var.  zaianicus	Garden	
2551	Amaryllidaceae	NARCISSUS rupicola	Garden	
2552	Amaryllidaceae	NARCISSUS rupicola subsp. watieri	Garden	
2553	Amaryllidaceae	NARCISSUS rupicola subsp. watieri	Garden	Yes
2554	Amaryllidaceae	NARCISSUS rupicola subsp. watieri 'Abaleish'	Garden	
2555	Amaryllidaceae	NARCISSUS scaberulus	Garden	
2556	Amaryllidaceae	NARCISSUS serotinus	Garden	
2557	Amaryllidaceae	NARCISSUS triandrus	Garden	
2558	Amaryllidaceae	NARCISSUS triandrus subsp. triandrus	Garden	
2559	Amaryllidaceae	NARCISSUS triandrus subsp. triandrus var. loiseleurii	Garden	
2560	Amaryllidaceae	NARCISSUS viridiflorus	Garden	
2561	Asteraceae	NASSAUVIA gaudichaudii	Garden	
2562	Iridaceae	NEMASTYLIS acuta	Garden	
2563	Scrophulariaceae	NEMESIA fruticans	Garden	
2564	Aquifoliaceae	NEMOPANTHUS mucronatus	Garden	
2565	Lamiaceae	NEPETA bucharica	Garden	
2566	Lamiaceae	NEPETA cataria	Garden	
2567	Lamiaceae	NEPETA govaniana	Garden	
2568	Lamiaceae	NEPETA subsessilis pink	Garden	
2569	Amaryllidaceae	NERINE bowdenii	Garden	
2570	Amaryllidaceae	NERINE hirsuta of hort.	Garden	
2571	Solanaceae	NICANDRA physalodes	Garden	
2572	Solanaceae	NICOTIANA alata 'Lime Green'	Garden	
2573	Solanaceae	NICOTIANA langsdorffii	Garden	
2574	Solanaceae	NICOTIANA paniculata	Garden	
2575	Solanaceae	NICOTIANA sylvestris	Garden	
2576	Ranunculaceae	NIGELLA damascena	Garden	
2577	Liliaceae	NOMOCHARIS hybs.	Garden	
2578	Liliaceae	NOMOCHARIS sp.	Garden	
2579	Liliaceae	NOMOCHARIS spp. mixed	Garden	
2580	Liliaceae	NOMOCHARIS aperta	Garden	
2581	Liliaceae	NOMOCHARIS farreri	Garden	
2582	Liliaceae	NOMOCHARIS saluenensis	Garden	
2583	Boraginaceae	NONEA lutea	Garden	
2584	Liliaceae	NOTHOLIRION bulbuliferum	Garden	
2585	Liliaceae	NOTHOLIRION campanulatum	Garden	
2586	Liliaceae	NOTHOLIRION macrophyllum	Garden	
2587	Amaryllidaceae	NOTHOSCORDUM bivalve	Garden	
2588	Amaryllidaceae	NOTHOSCORDUM montevidense subsp. minarum	Garden	
2589	Amaryllidaceae	NOTHOSCORDUM ostenii	Garden	
2590	Cactaceae	NOTOCACTUS sp. yellow	Garden	
2591	Lamiaceae	OCIMUM tenuiflorum	Garden	
2592	Onagraceae	OENOTHERA sp. monocarpic	Garden	
2593	Onagraceae	OENOTHERA acaulis 'Aurea'	Garden	
2594	Onagraceae	OENOTHERA biennis	Garden	
2595	Onagraceae	OENOTHERA elata subsp. hirsutissima	Garden	
2596	Onagraceae	OENOTHERA fruticosa	Garden	
2597	Onagraceae	OENOTHERA glazioviana	Garden	
2598	Onagraceae	OENOTHERA kunthiana	Garden	
2599	Onagraceae	OENOTHERA triloba	Garden	
2600	Asteraceae	OLEARIA macrodonta	Garden	
2601	Iridaceae	OLSYNIUM junceum	Garden	
2602	Boraginaceae	OMPHALODES linifolia	Garden	
2603	Boraginaceae	OMPHALODES linifolia f. alba	Garden	
2604	Asteraceae	ONOPORDUM acanthium	Garden	
2605	Asteraceae	ONOPORDUM acaulon	Garden	
2606	Boraginaceae	ONOSMA sp. yellow 40cm	Garden	
2607	Boraginaceae	ONOSMA nana	Garden	
2608	Asphodelaceae	OPHIOPOGON planiscapus 'Nigrescens'	Garden	
2609	Apocynaceae	ORBEA variegata	Garden	
2610	Orchidaceae	ORCHIS militaris f. alba	Garden	
2611	Asphodelaceae	ORNITHOGALUM albucoides	Garden	
2612	Asphodelaceae	ORNITHOGALUM baeticum (algeriense F&JK)	Garden	
2613	Asphodelaceae	ORNITHOGALUM candicans	Garden	
2614	Asphodelaceae	ORNITHOGALUM dubium yellow	Garden	
2615	Asphodelaceae	ORNITHOGALUM fimbrimarginatum	Garden	
2616	Asphodelaceae	ORNITHOGALUM magnum	Garden	
2617	Asphodelaceae	ORNITHOGALUM nutans	Garden	
2618	Asphodelaceae	ORNITHOGALUM princeps	Garden	
2619	Asphodelaceae	ORNITHOGALUM pyrenaicum	Garden	
2620	Asphodelaceae	ORNITHOGALUM pyrenaicum 'Flavescens Group'	Garden	
2621	Asphodelaceae	ORNITHOGALUM regale	Garden	
2622	Asphodelaceae	ORNITHOGALUM viridiflorum	Garden	
2623	Orobanchaceae	OROBANCHE hederae	Garden	
2624	Iridaceae	ORTHROSANTHUS chimboracensis	Garden	
2625	Brassicaceae	ORYCHOPHRAGMUS violaceus	Garden	
2626	Plantaginaceae	OURISIA coccinea	Garden	
2627	Plantaginaceae	OURISIA macrophylla	Garden	
2628	Plantaginaceae	OURISIA microphylla 'Hollowcliffe'	Garden	
2629	Oxalidaceae	OXALIS sp. CMW4199	Garden	
2630	Oxalidaceae	OXALIS valdiviensis	Garden	
2631	Polemoniaceae	OXYRIA digyna	Garden	
2632	Fabaceae	OXYTROPIS campanulata	Garden	
2633	Fabaceae	OXYTROPIS campestris	Garden	
2634	Fabaceae	OXYTROPIS ruthenica	Garden	
2635	Fabaceae	OXYTROPIS sulphurea	Garden	
2636	Fabaceae	OXYTROPIS todomoshiriensis	Garden	
2637	Asteraceae	OZOTHAMNUS ledifolius	Garden	
2638	Brassicaceae	PACHYPHRAGMA macrophyllum	Garden	
2639	Buxaceae	PACHYSANDRA axillaris 'Crug's Cover'	Garden	
2640	Asteraceae	PACHYSTEGIA insignis	Garden	
2641	Paeoniaceae	PAEONIA hyb. quadruple hybrids	Garden	
2642	Paeoniaceae	PAEONIA sp. herb. red single 30-40cm	Garden	
2643	Paeoniaceae	PAEONIA sp. tree	Garden	
2644	Paeoniaceae	PAEONIA 'Pink Vanguard'	Garden	
2645	Paeoniaceae	PAEONIA anomala	Garden	
2646	Paeoniaceae	PAEONIA anomala ex Altai	Garden	
2647	Paeoniaceae	PAEONIA broteri	Garden	
2648	Paeoniaceae	PAEONIA cambessedesii	Garden	
2649	Paeoniaceae	PAEONIA cambessedesii dwarf	Garden	
2650	Paeoniaceae	PAEONIA caucasica	Garden	
2651	Paeoniaceae	PAEONIA x chamaeleon (mlok x cauc)	Garden	
2652	Paeoniaceae	PAEONIA corsica	Garden	
2653	Paeoniaceae	PAEONIA daurica subsp. macrophylla (steveniana)	Garden	
2654	Paeoniaceae	PAEONIA delavayi	Garden	
2655	Paeoniaceae	PAEONIA delavayi dark red	Garden	
2656	Paeoniaceae	PAEONIA delavayi light red	Garden	
2657	Paeoniaceae	PAEONIA delavayi red	Garden	
2658	Paeoniaceae	PAEONIA delavayi subsp. lutea	Garden	
2659	Paeoniaceae	PAEONIA delavayi subsp. lutea f. compacta red leaf	Garden	
2660	Paeoniaceae	PAEONIA emodi	Garden	
2661	Paeoniaceae	PAEONIA emodi hybrid	Garden	
2662	Paeoniaceae	PAEONIA flavescens	Garden	
2663	Paeoniaceae	PAEONIA japonica	Garden	
2664	Paeoniaceae	PAEONIA kavachensis	Garden	
2665	Paeoniaceae	PAEONIA lactiflora	Garden	
2666	Paeoniaceae	PAEONIA lactiflora ex Gansu	Garden	
2667	Paeoniaceae	PAEONIA lactiflora hybrids	Garden	
2668	Paeoniaceae	PAEONIA ludlowii	Garden	
2669	Paeoniaceae	PAEONIA mascula	Garden	
2670	Paeoniaceae	PAEONIA mascula subsp. hellenica	Garden	
2671	Paeoniaceae	PAEONIA mascula subsp. mascula	Garden	
2672	Paeoniaceae	PAEONIA mascula subsp. russoi	Garden	
2673	Paeoniaceae	PAEONIA mascula subsp. triternata	Garden	
2674	Paeoniaceae	PAEONIA mlokosewitschii	Garden	
2675	Paeoniaceae	PAEONIA mlokosewitschii hyb white, red centre	Garden	
2676	Paeoniaceae	PAEONIA mlokosewitschii hyb yellow fades to pink	Garden	
2677	Paeoniaceae	PAEONIA mlokosewitschii hybrid	Garden	
2678	Paeoniaceae	PAEONIA mlokosewitschii 'Ystad'	Garden	
2679	Paeoniaceae	PAEONIA mollis	Garden	
2680	Paeoniaceae	PAEONIA morisii Persson92-1 ex Sardinia	Garden	
2681	Paeoniaceae	PAEONIA obovata	Garden	
2682	Paeoniaceae	PAEONIA obovata f. alba	Garden	
2683	Paeoniaceae	PAEONIA officinalis	Garden	
2684	Paeoniaceae	PAEONIA officinalis ex L Garda	Garden	
2685	Paeoniaceae	PAEONIA officinalis ex Monte Baldo	Garden	
2686	Paeoniaceae	PAEONIA officinalis subsp. humilis	Garden	
2687	Paeoniaceae	PAEONIA officinalis subsp. microcarpa	Garden	
2688	Paeoniaceae	PAEONIA ostii	Garden	
2689	Paeoniaceae	PAEONIA peregrina 'Otto Froebel'	Garden	
2690	Paeoniaceae	PAEONIA rockii	Garden	
2691	Paeoniaceae	PAEONIA rockii JJA4.581.500	Garden	
2692	Paeoniaceae	PAEONIA rockii rich pink	Garden	
2693	Paeoniaceae	PAEONIA rockii white	Garden	
2694	Paeoniaceae	PAEONIA suffruticosa pink	Garden	
2695	Paeoniaceae	PAEONIA suffruticosa red	Garden	
2696	Paeoniaceae	PAEONIA suffruticosa single mauve	Garden	
2697	Paeoniaceae	PAEONIA suffruticosa single white	Garden	
2698	Paeoniaceae	PAEONIA tenuifolia	Garden	
2699	Paeoniaceae	PAEONIA turcica	Garden	
2700	Paeoniaceae	PAEONIA veitchii	Garden	
2701	Paeoniaceae	PAEONIA veitchii subsp. woodwardii	Garden	
2702	Paeoniaceae	PAEONIA wittmanniana	Garden	
2703	Amaryllidaceae	PANCRATIUM maritimum	Garden	
2704	Papaveraceae	PAPAVER apokrinomenon	Garden	
2705	Papaveraceae	PAPAVER argemone	Garden	
2706	Papaveraceae	PAPAVER armeniacum	Garden	
2707	Papaveraceae	PAPAVER atlanticum	Garden	
2708	Papaveraceae	PAPAVER atlanticum 'Flore Pleno'	Garden	
2709	Papaveraceae	PAPAVER atlanticum 'Flore Pleno' tangerine	Garden	
2710	Papaveraceae	PAPAVER atlanticum 'Semi Pleno'	Garden	
2711	Papaveraceae	PAPAVER aurantiacum	Garden	
2712	Papaveraceae	PAPAVER cathcartia	Garden	
2713	Papaveraceae	PAPAVER commutatum 'Ladybird'	Garden	
2714	Papaveraceae	PAPAVER fauriei	Garden	
2715	Papaveraceae	PAPAVER kluanense	Garden	
2716	Papaveraceae	PAPAVER lateritium	Garden	
2717	Papaveraceae	PAPAVER lateritium 'Fire Ball'	Garden	
2718	Papaveraceae	PAPAVER litwinowii	Garden	
2719	Papaveraceae	PAPAVER miyabeanum	Garden	
2720	Papaveraceae	PAPAVER miyabeanum 'Pacino'	Garden	
2721	Papaveraceae	PAPAVER nudicaule subsp. croceum aff.	Garden	
2722	Papaveraceae	PAPAVER orientale	Garden	
2723	Papaveraceae	PAPAVER orientale 'Princess Victoria Louise'	Garden	
2724	Papaveraceae	PAPAVER persicum subsp. tauricola	Garden	
2725	Papaveraceae	PAPAVER radicatum	Garden	
2726	Papaveraceae	PAPAVER radicatum f. rosea	Garden	
2727	Papaveraceae	PAPAVER rupifragum	Garden	
2728	Papaveraceae	PAPAVER rupifragum 'Flore Pleno'	Garden	
2729	Papaveraceae	PAPAVER sendtneri	Garden	
2730	Papaveraceae	PAPAVER somniferum	Garden	
2731	Papaveraceae	PAPAVER somniferum double pink	Garden	
2732	Papaveraceae	PAPAVER somniferum double pink fringed	Garden	
2733	Papaveraceae	PAPAVER somniferum pink	Garden	
2734	Papaveraceae	PAPAVER somniferum pink semi-double	Garden	
2735	Papaveraceae	PAPAVER somniferum purple	Garden	
2736	Papaveraceae	PAPAVER somniferum red	Garden	
2737	Papaveraceae	PAPAVER somniferum 'Danish Flag'	Garden	
2738	Papaveraceae	PAPAVER somniferum 'Lauren's Grape'	Garden	
2739	Asphodelaceae	PARADISEA liliastrum	Garden	
2740	Asphodelaceae	PARADISEA lusitanica	Garden	
2741	Plantaginaceae	PARAHEBE linifolia 'Blue Skies'	Garden	
2742	Plantaginaceae	PARAHEBE perfoliata	Garden	
2743	Papaveraceae	PARAMECONOPSIS cambrica	Garden	
2744	Papaveraceae	PARAMECONOPSIS cambrica orange 	Garden	
2745	Papaveraceae	PARAMECONOPSIS cambrica 'Frances Perry'	Garden	
2746	Papaveraceae	PARAMECONOPSIS cambrica 'Muriel Brown'	Garden	
2747	Ranunculaceae	PARAQUILEGIA anemonoides	Garden	
2748	Ranunculaceae	PARAQUILEGIA grandiflora	Garden	
2749	Melanthiaceae	PARIS delavayi	Garden	
2750	Melanthiaceae	PARIS japonica	Garden	
2751	Melanthiaceae	PARIS quadrifolia	Garden	
2752	Celastraceae	PARNASSIA cabulica	Garden	
2753	Celastraceae	PARNASSIA gansuensis	Garden	
2754	Fabaceae	PAROCHETUS communis	Garden	
2755	Asphodelaceae	PASITHEA caerulea	Garden	
2756	Caprifoliaceae	PATRINIA gibbosa	Garden	
2757	Caprifoliaceae	PATRINIA intermedia	Garden	
2758	Caprifoliaceae	PATRINIA monandra (aff. punctfilora)	Garden	
2759	Orobanchaceae	PEDICULARIS groenlandica	Garden	
2760	Geraniaceae	PELARGONIUM sp.	Garden	
2761	Geraniaceae	PELARGONIUM barklyi	Garden	
2762	Geraniaceae	PELARGONIUM capitatum	Garden	
2763	Geraniaceae	PELARGONIUM elongatum	Garden	
2764	Geraniaceae	PELARGONIUM endlicherianum	Garden	
2765	Geraniaceae	PELARGONIUM endlicherianum KKPS9316	Garden	
2766	Geraniaceae	PELARGONIUM grossularioides	Garden	
2767	Geraniaceae	PELARGONIUM mollicomum	Garden	
2768	Geraniaceae	PELARGONIUM tetragonum	Garden	
2769	Geraniaceae	PELARGONIUM worcesterae	Garden	
2770	Saxifragaceae	PELTOBOYKINIA tellimoides	Garden	
2771	Saxifragaceae	PELTOBOYKINIA watanabei	Garden	
2772	Poaceae	PENNISETUM alopecuroides 'Red Head'	Garden	
2773	Poaceae	PENNISETUM orientale	Garden	
2774	Plantaginaceae	PENSTEMON sp. cushion 5cm	Garden	
2775	Plantaginaceae	PENSTEMON sp. lavender 60cm	Garden	
2776	Plantaginaceae	PENSTEMON 'Sour Grapes'	Garden	
2777	Plantaginaceae	PENSTEMON albertinus	Garden	
2778	Plantaginaceae	PENSTEMON barbatus	Garden	
2779	Plantaginaceae	PENSTEMON brandegeei	Garden	
2780	Plantaginaceae	PENSTEMON caespitosus	Garden	
2781	Plantaginaceae	PENSTEMON californicus	Garden	
2782	Plantaginaceae	PENSTEMON cardwellii	Garden	
2783	Plantaginaceae	PENSTEMON cardwellii hybrid	Garden	
2784	Plantaginaceae	PENSTEMON cobaea	Garden	
2785	Plantaginaceae	PENSTEMON davidsonii	Garden	
2786	Plantaginaceae	PENSTEMON davidsonii ex Newbery Crater	Garden	
2787	Plantaginaceae	PENSTEMON davidsonii subsp. menziesii	Garden	
2788	Plantaginaceae	PENSTEMON digitalis	Garden	
2789	Plantaginaceae	PENSTEMON fruticosus subsp. scouleri f. albus	Garden	
2790	Plantaginaceae	PENSTEMON fruticosus subsp. serratus	Garden	
2791	Plantaginaceae	PENSTEMON gairdneri subsp. gairdneri	Garden	
2792	Plantaginaceae	PENSTEMON grandiflorus	Garden	
2793	Plantaginaceae	PENSTEMON hallii	Garden	
2794	Plantaginaceae	PENSTEMON haydenii	Garden	
2795	Plantaginaceae	PENSTEMON hirsutus	Garden	
2796	Plantaginaceae	PENSTEMON hirsutus subsp. minimus	Garden	
2797	Plantaginaceae	PENSTEMON hirsutus subsp. pygmaeus	Garden	
2798	Plantaginaceae	PENSTEMON hirsutus subsp. pygmaeus f. albus	Garden	
2799	Plantaginaceae	PENSTEMON laricifolius subsp. laricifolius	Garden	
2800	Plantaginaceae	PENSTEMON mensarum	Garden	
2801	Plantaginaceae	PENSTEMON nitidus	Garden	
2802	Plantaginaceae	PENSTEMON pinifolius	Garden	
2803	Plantaginaceae	PENSTEMON pinifolius 'Mersea Yellow'	Garden	
2804	Plantaginaceae	PENSTEMON procerus	Garden	
2805	Plantaginaceae	PENSTEMON procerus subsp. tolmiei	Garden	
2806	Plantaginaceae	PENSTEMON rupicola	Garden	
2807	Plantaginaceae	PENSTEMON rydbergii	Garden	
2808	Plantaginaceae	PENSTEMON serrulatus	Garden	
2809	Plantaginaceae	PENSTEMON smallii	Garden	
2810	Plantaginaceae	PENSTEMON spathulatus	Garden	
2811	Plantaginaceae	PENSTEMON strictus	Garden	
2812	Plantaginaceae	PENSTEMON tubaeflorus	Garden	
2813	Plantaginaceae	PENSTEMON uintahensis	Garden	
2814	Plantaginaceae	PENSTEMON washingtonensis	Garden	
2815	Plantaginaceae	PENSTEMON whippleanus	Garden	
2816	Caryophyllaceae	PETROCOPTIS glaucifolia	Garden	
2817	Caryophyllaceae	PETROCOPTIS pyrenaica	Garden	
2818	Rosaceae	PETROPHYTUM cinerascens	Garden	
2819	Rosaceae	PETROPHYTUM hendersonii	Garden	
2820	Caryophyllaceae	PETRORHAGIA saxifraga	Garden	
2821	Solanaceae	PETUNIA exserta	Garden	
2822	Boraginaceae	PHACELIA bolanderi	Garden	
2823	Boraginaceae	PHACELIA tanacetifolia	Garden	
2824	Asteraceae	PHAGNALON saxatile	Garden	
2825	Iridaceae	PHALOCALLIS coelestis	Garden	
2826	Crassulaceae	PHEDIMUS aizoon	Garden	
2827	Crassulaceae	PHEDIMUS aizoon f. aurantiacus	Garden	
2828	Crassulaceae	PHEDIMUS ellacombeanus	Garden	
2829	Hydrangeaceae	PHILADELPHUS microphyllus	Garden	
2830	Lamiaceae	PHLOMIS 'Le Sud'	Garden	
2831	Lamiaceae	PHLOMIS bracteosa BVH49 pink	Garden	
2832	Lamiaceae	PHLOMIS italica	Garden	
2833	Lamiaceae	PHLOMIS russeliana	Garden	
2834	Lamiaceae	PHLOMIS tuberosa	Garden	
2835	Lamiaceae	PHLOMIS viscosa	Garden	
2836	Polemoniaceae	PHLOX drummondii 'Cherry Caramel'	Garden	
2837	Polemoniaceae	PHLOX paniculata	Garden	
2838	Asphodelaceae	PHORMIUM 'Cream Topping'	Garden	
2839	Aspleniaceae	PHYLLITIS scolopendrium	Garden	
2840	Ericaceae	PHYLLODOCE aleutica x caerulea	Garden	
2841	Ericaceae	PHYLLODOCE nipponica	Garden	
2842	Solanaceae	PHYSOCHLAINA orientalis	Garden	
2843	Lamiaceae	PHYSOSTEGIA virginiana 'Alba'	Garden	
2844	Campanulaceae	PHYTEUMA sp.  ex Pyrenees	Garden	
2845	Campanulaceae	PHYTEUMA confusum	Garden	
2846	Campanulaceae	PHYTEUMA nigrum	Garden	
2847	Campanulaceae	PHYTEUMA orbiculare	Garden	
2848	Campanulaceae	PHYTEUMA scheuchzeri	Garden	
2849	Campanulaceae	PHYTEUMA sieberi	Garden	
2850	Campanulaceae	PHYTEUMA spicatum aff. ex Velebit	Garden	
2851	Phytolaccaceae	PHYTOLACCA clavigera	Garden	
2852	Pinaceae	PICEA meyeri	Garden	
2853	Pinaceae	PICEA orientalis 'Aurea'	Garden	
2854	Ericaceae	PIERIS floribunda	Garden	
2855	Apiaceae	PIMPINELLA major f. rosea	Garden	
2856	Apiaceae	PIMPINELLA siifolia	Garden	
2857	Araceae	PINELLIA cordata	Garden	Yes
2858	Araceae	PINELLIA pedatisecta	Garden	
2859	Araceae	PINELLIA tripartita	Garden	
2860	Lentibulariaceae	PINGUICULA grandiflora	Garden	
2861	Pinaceae	PINUS parviflora 'Fukai Seedling'	Garden	
2862	Pinaceae	PINUS parviflora 'Glauca'	Garden	
2863	Pinaceae	PINUS parviflora 'Negishi'	Garden	
2864	Pinaceae	PINUS strobus 'Blue Shag'	Garden	
2865	Fabaceae	PIPTANTHUS nepalensis	Garden	
2866	Plantaginaceae	PLANTAGO arborescens	Garden	
2867	Plantaginaceae	PLANTAGO malato-belizii	Garden	
2868	Plantaginaceae	PLANTAGO triandra	Garden	
2869	Campanulaceae	PLATYCODON grandiflorus	Garden	
2870	Campanulaceae	PLATYCODON grandiflorus blue semi-double	Garden	
2871	Campanulaceae	PLATYCODON grandiflorus pink	Garden	
2872	Campanulaceae	PLATYCODON grandiflorus 'Hime-murasaki'	Garden	
2873	Orchidaceae	PLEIONE spp. mixed	Garden	Yes
2874	Orchidaceae	PLEIONE  'Fuego' grex 	Garden	Yes
2875	Orchidaceae	PLEIONE  'Jorullo' grex 	Garden	Yes
2876	Orchidaceae	PLEIONE 'Tongariro' grex	Garden	Yes
2877	Orchidaceae	PLEIONE formosana	Garden	Yes
2878	Orchidaceae	PLEIONE grandiflora hybrids	Garden	Yes
2879	Poaceae	POA buchananii	Garden	
2880	Berberidaceae	PODOPHYLLUM peltatum	Garden	
2881	Polemoniaceae	POLEMONIUM boreale	Garden	
2882	Polemoniaceae	POLEMONIUM caeruleum	Garden	
2883	Polemoniaceae	POLEMONIUM caeruleum f. album	Garden	
2884	Polemoniaceae	POLEMONIUM caeruleum subsp. himalayanum	Garden	
2885	Polemoniaceae	POLEMONIUM californicum	Garden	
2886	Polemoniaceae	POLEMONIUM pauciflorum	Garden	
2887	Polemoniaceae	POLEMONIUM pauciflorum subsp. hinckleyi	Garden	
2888	Polemoniaceae	POLEMONIUM reptans	Garden	
2889	Commelinaceae	POLLIA japonica	Garden	
2890	Asphodelaceae	POLYGONATUM prattii	Garden	
2891	Asphodelaceae	POLYGONATUM pubescens Gilty Pleasure	Garden	
2892	Asphodelaceae	POLYGONATUM sewerzowii	Garden	
2893	Asphodelaceae	POLYGONATUM stewartianum	Garden	
2894	Asphodelaceae	POLYGONATUM verticillatum 'Himalayan Giant'	Garden	
2895	Asphodelaceae	POLYGONATUM zanlanscianense	Garden	
2896	Polemoniaceae	POLYGONUM viviparum	Garden	Yes
2897	Pontideriaceae	PONTEDERIA cordata	Garden	
2898	Rosaceae	PORTERANTHUS trifoliatus	Garden	
2899	Rosaceae	POTENTILLA 'Gibson's Scarlet'	Garden	
2900	Rosaceae	POTENTILLA alchemilloides	Garden	
2901	Rosaceae	POTENTILLA atrosanguinea	Garden	
2902	Rosaceae	POTENTILLA atrosanguinea CC7167	Garden	
2903	Rosaceae	POTENTILLA crantzii	Garden	
2904	Rosaceae	POTENTILLA detommasii	Garden	
2905	Rosaceae	POTENTILLA dickinsii	Garden	
2906	Rosaceae	POTENTILLA eriocarpa	Garden	
2907	Rosaceae	POTENTILLA gracilis	Garden	
2908	Rosaceae	POTENTILLA hyparctica subsp. nana	Garden	
2909	Rosaceae	POTENTILLA montenegrina	Garden	
2910	Rosaceae	POTENTILLA morefieldii	Garden	
2911	Rosaceae	POTENTILLA nepalensis	Garden	
2912	Rosaceae	POTENTILLA neumanniana 'Nana'	Garden	
2913	Rosaceae	POTENTILLA nevadensis	Garden	
2914	Rosaceae	POTENTILLA nitida	Garden	
2915	Rosaceae	POTENTILLA porphyrantha	Garden	
2916	Rosaceae	POTENTILLA pulvinaris	Garden	
2917	Rosaceae	POTENTILLA recta	Garden	
2918	Rosaceae	POTENTILLA recta 'Warrenii'	Garden	
2919	Rosaceae	POTENTILLA recta f. sulphurea	Garden	
2920	Rosaceae	POTENTILLA rupestris	Garden	
2921	Rosaceae	POTENTILLA thurberi	Garden	
2922	Rosaceae	POTENTILLA villosa	Garden	
2923	Primulaceae	PRIMULA  Candelabra hybrid orange 	Garden	
2924	Primulaceae	PRIMULA  Candelabra hybrids	Garden	
2925	Primulaceae	PRIMULA  Harlow Car hybrids	Garden	
2926	Primulaceae	PRIMULA algida	Garden	
2927	Primulaceae	PRIMULA alpicola	Garden	
2928	Primulaceae	PRIMULA alpicola f. alba	Garden	
