Number	Family Name	Name	Garden/Wild	Live material
2023	Iridaceae	IRIS ensata	Garden	
2024	Iridaceae	IRIS ensata 'Laughing Lion'	Garden	
2025	Iridaceae	IRIS ensata 'Rose Queen'	Garden	
2026	Iridaceae	IRIS foetidissima	Garden	
2027	Iridaceae	IRIS forrestii	Garden	
2028	Iridaceae	IRIS forrestii hybrids	Garden	
2029	Iridaceae	IRIS galatica	Garden	
2030	Iridaceae	IRIS graeberiana	Garden	
2031	Iridaceae	IRIS graminea	Garden	
2032	Iridaceae	IRIS hookeri	Garden	
2033	Iridaceae	IRIS innominata	Garden	
2034	Iridaceae	IRIS kerneriana	Garden	
2035	Iridaceae	IRIS lactea	Garden	
2036	Iridaceae	IRIS latifolia	Garden	
2037	Iridaceae	IRIS latifolia pale blue	Garden	
2038	Iridaceae	IRIS latifolia purple	Garden	
2039	Iridaceae	IRIS latifolia subsp. pyrenaica	Garden	
2040	Iridaceae	IRIS longipetala	Garden	
2041	Iridaceae	IRIS lutescens purple	Garden	
2042	Iridaceae	IRIS magnifica	Garden	
2043	Iridaceae	IRIS milesii white	Garden	
2044	Iridaceae	IRIS x norrisii	Garden	
2045	Iridaceae	IRIS pallida	Garden	
2046	Iridaceae	IRIS paradoxa dark	Garden	
2047	Iridaceae	IRIS parvula hybrid	Garden	
2048	Iridaceae	IRIS pseudacorus	Garden	
2049	Iridaceae	IRIS pseudacorus f. variegata	Garden	
2050	Iridaceae	IRIS pumila	Garden	
2051	Iridaceae	IRIS reichenbachii	Garden	
2052	Iridaceae	IRIS sanguinea	Garden	
2053	Iridaceae	IRIS sanguinea 'Nana Alba'	Garden	
2054	Iridaceae	IRIS schachtii	Garden	
2055	Iridaceae	IRIS setosa	Garden	
2056	Iridaceae	IRIS setosa dwarf form	Garden	
2057	Iridaceae	IRIS setosa ex Magadan	Garden	
2058	Iridaceae	IRIS setosa subsp. arctica	Garden	
2059	Iridaceae	IRIS setosa subsp. canadensis	Garden	
2060	Iridaceae	IRIS sibirica	Garden	
2061	Iridaceae	IRIS sibirica pale blue	Garden	
2062	Iridaceae	IRIS sibirica white/yellow	Garden	
2063	Iridaceae	IRIS sibirica 'Dance Ballerina Dance'	Garden	
2064	Iridaceae	IRIS sibirica 'Papillon'	Garden	
2065	Iridaceae	IRIS sibirica 'Piquant Fancy'	Garden	
2066	Iridaceae	IRIS sibirica 'Snow Queen'	Garden	
2067	Iridaceae	IRIS sintenisii	Garden	
2068	Iridaceae	IRIS spuria subsp. musulmanica	Garden	
2069	Iridaceae	IRIS stolonifera	Garden	
2070	Iridaceae	IRIS tectorum	Garden	
2071	Iridaceae	IRIS tectorum white	Garden	
2072	Iridaceae	IRIS tectorum 'Alba'	Garden	
2073	Iridaceae	IRIS tuberosa	Garden	
2074	Iridaceae	IRIS variegata	Garden	
2075	Iridaceae	IRIS versicolor	Garden	
2076	Iridaceae	IRIS vicaria	Garden	
2077	Iridaceae	IRIS vicaria 'Sina'	Garden	
2078	Iridaceae	IRIS willmottiana	Garden	
2079	Iridaceae	IRIS wilsonii	Garden	
2080	Iridaceae	IRIS xiphium subsp. lusitanica	Garden	
2081	Lamiaceae	ISODON japonicus subsp. sikokianus	Garden	
2082	Scrophulariaceae	ISOPLEXIS canariensis	Garden	
2083	Iridaceae	IXIA curta orange	Garden	Yes
2084	Iridaceae	IXIA pumilio	Garden	Yes
2085	Ixioliriaceae	IXIOLIRION tataricum	Garden	
2086	Campanulaceae	JASIONE laevis	Garden	
2087	Campanulaceae	JASIONE montana	Garden	
2088	Berberidaceae	JEFFERSONIA diphylla	Garden	
2089	Berberidaceae	JEFFERSONIA dubia	Garden	
2090	Crassulaceae	JOVIBARBA spp. mixed	Garden	
2091	Crassulaceae	JOVIBARBA heuffelii	Garden	
2092	Crassulaceae	JOVIBARBA heuffelii 'Cover Girl'	Garden	
2093	Crassulaceae	JOVIBARBA heuffelii 'Violet'	Garden	
2094	Asteraceae	JURINEA cadmea	Garden	
2095	Ericaceae	KALMIA microphylla subsp. occidentalis	Garden	
2096	Hydrangeaceae	KIRENGESHOMA palmata	Garden	
2097	Malvaceae	KITAIBELIA vitifolia	Garden	
2098	Asteraceae	KLASEA bulgarica	Garden	
2099	Asteraceae	KLASEA lycopifolia	Garden	
2100	Caprifoliaceae	KNAUTIA arvensis	Garden	
2101	Caprifoliaceae	KNAUTIA macedonica 'Melton Pastels'	Garden	
2102	Asphodelaceae	KNIPHOFIA sp. early, narrow lf	Garden	
2103	Asphodelaceae	KNIPHOFIA 'Royal Castle'	Garden	
2104	Asphodelaceae	KNIPHOFIA caulescens	Garden	
2105	Asphodelaceae	KNIPHOFIA northiae	Garden	
2106	Asphodelaceae	KNIPHOFIA sarmentosa	Garden	
2107	Asphodelaceae	KNIPHOFIA uvaria	Garden	
2108	Polemoniaceae	KOENIGIA forrestii	Garden	
2109	Caprifoliaceae	KOLKWITZIA amabilis	Garden	
2110	Asphodelaceae	LACHENALIA aloides yellow	Garden	
2111	Asphodelaceae	LACHENALIA arbuthnotiae	Garden	
2112	Asphodelaceae	LACHENALIA bulbifera	Garden	
2113	Asphodelaceae	LACHENALIA carnosa	Garden	
2114	Asphodelaceae	LACHENALIA comptonii	Garden	
2115	Asphodelaceae	LACHENALIA contaminata	Garden	
2116	Asphodelaceae	LACHENALIA corymbosa	Garden	
2117	Asphodelaceae	LACHENALIA ensifolia	Garden	
2118	Asphodelaceae	LACHENALIA kliprandensis	Garden	
2119	Asphodelaceae	LACHENALIA latimerae	Garden	
2120	Asphodelaceae	LACHENALIA longituba	Garden	
2121	Asphodelaceae	LACHENALIA pallida	Garden	
2122	Asphodelaceae	LACHENALIA pygmaea	Garden	
2123	Asphodelaceae	LACHENALIA reflexa	Garden	
2124	Asphodelaceae	LACHENALIA vanzyliae	Garden	
2125	Asphodelaceae	LACHENALIA vanzyliae	Garden	Yes
2126	Lamiaceae	LALLEMANTIA canescens	Garden	
2127	Lamiaceae	LAMIUM orvala	Garden	
2128	Papaveraceae	LAMPROCAPNOS spectabilis	Garden	
2129	Papaveraceae	LAMPROCAPNOS spectabilis 'Valentine'	Garden	
2130	Poaceae	LAMPROTHYRSUS hieronymii	Garden	
2131	Philesiaceae	LAPAGERIA rosea	Garden	
2132	Philesiaceae	LAPAGERIA rosea f. albiflora	Garden	
2133	Iridaceae	LAPEIROUSIA oreogena	Garden	
2134	Iridaceae	LAPEIROUSIA silenoides	Garden	
2135	Fabaceae	LATHYRUS aureus	Garden	
2136	Fabaceae	LATHYRUS clymenum subsp. articulatus	Garden	
2137	Fabaceae	LATHYRUS latifolius	Garden	
2138	Fabaceae	LATHYRUS latifolius pink	Garden	
2139	Fabaceae	LATHYRUS miniatus	Garden	
2140	Fabaceae	LATHYRUS montanus	Garden	
2141	Fabaceae	LATHYRUS nervosus	Garden	
2142	Fabaceae	LATHYRUS niger	Garden	
2143	Fabaceae	LATHYRUS odoratus	Garden	
2144	Fabaceae	LATHYRUS pannonicus	Garden	
2145	Fabaceae	LATHYRUS roseus	Garden	
2146	Fabaceae	LATHYRUS tingitanus	Garden	
2147	Fabaceae	LATHYRUS vernus	Garden	
2148	Fabaceae	LATHYRUS vernus pink	Garden	
2149	Fabaceae	LATHYRUS vernus pink & white mixed	Garden	
2150	Fabaceae	LATHYRUS vernus purple	Garden	
2151	Fabaceae	LATHYRUS vernus f. alboroseus	Garden	
2152	Fabaceae	LATHYRUS vernus subsp. gracilis	Garden	
2153	Lamiaceae	LAVANDULA angustifolia	Garden	
2154	Lamiaceae	LAVANDULA pinnata	Garden	
2155	Lamiaceae	LAVANDULA viridis	Garden	
2156	Malvaceae	LAVATERA arborea 'Variegata'	Garden	
2157	Malvaceae	LAVATERA cachemiriana	Garden	
2158	Malvaceae	LAVATERAx  clementii 'Bredon Springs '	Garden	
2159	Malvaceae	LAVATERA maritima	Garden	
2160	Malvaceae	LAVATERA trimestris	Garden	
2161	Asteraceae	LEONTODON rigens	Garden	
2162	Asteraceae	LEONTOPODIUM alpinum	Garden	
2163	Asteraceae	LEONTOPODIUM himalayanum	Garden	
2164	Asteraceae	LEONTOPODIUM monocephalum	Garden	
2165	Asteraceae	LEONTOPODIUM nivale	Garden	
2166	Lamiaceae	LEONURUS cardiaca	Garden	
2167	Asphodelaceae	LEOPOLDIA comosa	Garden	
2168	Asphodelaceae	LEOPOLDIA comosa	Garden	Yes
2169	Asphodelaceae	LEOPOLDIA comosa 'Plumosum' f. album	Garden	
2170	Asphodelaceae	LEOPOLDIA cycladica JJA0.689.210	Garden	
2171	Asphodelaceae	LEOPOLDIA spreitzenhoferi	Garden	
2172	Asphodelaceae	LEOPOLDIA tenuiflora	Garden	
2173	Asphodelaceae	LEOPOLDIA weissii	Garden	
2174	Lamiaceae	LEPECHINIA fragrans	Garden	
2175	Lamiaceae	LEPECHINIA hastata	Garden	
2176	Lamiaceae	LEPECHINIA salviae	Garden	
2177	Brassicaceae	LEPIDIUM meyenii	Garden	
2178	Fabaceae	LESSERTIA perennans	Garden	
2179	Asteraceae	LEUCANTHEMOPSIS alpina	Garden	
2180	Amaryllidaceae	LEUCOJUM aestivum	Garden	
2181	Amaryllidaceae	LEUCOJUM vernum	Garden	
2182	Amaryllidaceae	LEUCOJUM vernum subsp. carpathicum	Garden	
2183	Ericaceae	LEUCOTHOE keiskei 'Minor'	Garden	
2184	Asteraceae	LEUZEA conifera	Garden	
2185	Apiaceae	LEVISTICUM officinale	Garden	
2186	Montiaceae	LEWISIA Brynhyfryd hybrids	Garden	
2187	Montiaceae	LEWISIA 'Little Mango'	Garden	
2188	Montiaceae	LEWISIA 'Little Peach'	Garden	
2189	Montiaceae	LEWISIA 'Little Plum'	Garden	
2190	Montiaceae	LEWISIA brachycalyx	Garden	
2191	Montiaceae	LEWISIA columbiana subsp. rupicola	Garden	
2192	Montiaceae	LEWISIA cotyledon	Garden	
2193	Montiaceae	LEWISIA cotyledon hybrids	Garden	
2194	Montiaceae	LEWISIA cotyledon pink	Garden	
2195	Montiaceae	LEWISIA cotyledon 'Mountain Dreams'	Garden	
2196	Montiaceae	LEWISIA longipetala	Garden	
2197	Montiaceae	LEWISIA nevadensis	Garden	
2198	Montiaceae	LEWISIA nevadensis f. rosea	Garden	
2199	Montiaceae	LEWISIA pygmaea	Garden	
2200	Montiaceae	LEWISIA pygmaea white	Garden	
2201	Montiaceae	LEWISIA tweedyi	Garden	
2202	Montiaceae	LEWISIA tweedyi lemon	Garden	
2203	Montiaceae	LEWISIA tweedyi f. alba	Garden	
2204	Montiaceae	LEWISIA tweedyi f. rosea	Garden	
2205	Asteraceae	LIATRIS spicata	Garden	
2206	Asteraceae	LIATRIS spicata 'Floristan Weiss'	Garden	
2207	Asteraceae	LIATRIS spicata f. alba	Garden	
2208	Iridaceae	LIBERTIA grandiflora	Garden	
2209	Iridaceae	LIBERTIA peregrinans 'Gold Stripe'	Garden	
2210	Asteraceae	LIGULARIA dentata	Garden	
2211	Asteraceae	LIGULARIA macrophylla	Garden	
2212	Asteraceae	LIGULARIA przewalskii	Garden	
2213	Asteraceae	LIGULARIA sibirica	Garden	
2214	Apiaceae	LIGUSTICUM hultenii	Garden	
2215	Apiaceae	LIGUSTICUM lucidum	Garden	
2216	Liliaceae	LILIUM 'Christopher North'	Garden	
2217	Liliaceae	LILIUM 'Claude Shride'	Garden	
2218	Liliaceae	LILIUM 'Fairy Morning'	Garden	
2219	Liliaceae	LILIUM 'Gaybird'	Garden	
2220	Liliaceae	LILIUM 'Mrs R.O.Backhouse'	Garden	
2221	Liliaceae	LILIUM 'Orange Marmalade'	Garden	
2222	Liliaceae	LILIUM 'Red Velvet'	Garden	
2223	Liliaceae	LILIUM akkusianum	Garden	
2224	Liliaceae	LILIUM auratum	Garden	
2225	Liliaceae	LILIUM brownii	Garden	
2226	Liliaceae	LILIUM bulbiferum	Garden	
2227	Liliaceae	LILIUM callosum yellow	Garden	
2228	Liliaceae	LILIUM candidum	Garden	
2229	Liliaceae	LILIUM x dalhansonii	Garden	
2230	Liliaceae	LILIUM x dalhansonii 'Marhan'	Garden	
2231	Liliaceae	LILIUM davidii	Garden	
2232	Liliaceae	LILIUM distichum	Garden	
2233	Liliaceae	LILIUM duchartrei	Garden	
2234	Liliaceae	LILIUM duchartrei cf.	Garden	
2235	Liliaceae	LILIUM formosanum white brown pollen	Garden	
2236	Liliaceae	LILIUM formosanum subsp. pricei	Garden	
2237	Liliaceae	LILIUM hansonii	Garden	
2238	Liliaceae	LILIUM henryi	Garden	
2239	Liliaceae	LILIUM lancifolium	Garden	Yes
2240	Liliaceae	LILIUM lankongense	Garden	
2241	Liliaceae	LILIUM ledebourii	Garden	
2242	Liliaceae	LILIUM leichtlinii	Garden	
2243	Liliaceae	LILIUM leucanthum	Garden	
2244	Liliaceae	LILIUM lijiangense	Garden	
2245	Liliaceae	LILIUM longiflorum	Garden	
2246	Liliaceae	LILIUM longiflorum dwarf	Garden	
2247	Liliaceae	LILIUM mackliniae	Garden	
2248	Liliaceae	LILIUM mackliniae 'Naga Pink'	Garden	
2249	Liliaceae	LILIUM mackliniae Tantallon hybs.	Garden	
2250	Liliaceae	LILIUM mackliniae subsp. saramatense	Garden	
2251	Liliaceae	LILIUM martagon	Garden	
2252	Liliaceae	LILIUM martagon mixed	Garden	
2253	Liliaceae	LILIUM martagon pink	Garden	
2254	Liliaceae	LILIUM martagon white/yellow hyb.	Garden	
2255	Liliaceae	LILIUM martagon yellow/pink/silver hyb.	Garden	
2256	Liliaceae	LILIUM martagon 'Akamina'	Garden	
2257	Liliaceae	LILIUM martagon 'Bronze Medallion'	Garden	
2258	Liliaceae	LILIUM martagon 'Manitoba Morning'	Garden	
2259	Liliaceae	LILIUM martagon 'Nordlandia'	Garden	
2260	Liliaceae	LILIUM martagon 'Quarry Wood strain'	Garden	
2261	Liliaceae	LILIUM martagon 'Tsingense'	Garden	
2262	Liliaceae	LILIUM martagon f. albiflorum	Garden	
2263	Liliaceae	LILIUM martagon f. album	Garden	
2264	Liliaceae	LILIUM martagon f. album hybrid	Garden	
2265	Liliaceae	LILIUM martagon subsp. cattaniae	Garden	
2266	Liliaceae	LILIUM martagon subsp. daugavense	Garden	
2267	Liliaceae	LILIUM martagon x hansonii hybrids	Garden	
2268	Liliaceae	LILIUM monadelphum	Garden	
2269	Liliaceae	LILIUM nanum	Garden	
2270	Liliaceae	LILIUM nanum ex Sikkim	Garden	
2271	Liliaceae	LILIUM nepalense	Garden	
2272	Liliaceae	LILIUM oxypetalum	Garden	
2273	Liliaceae	LILIUM oxypetalum subsp. insigne	Garden	
2274	Liliaceae	LILIUM polyphyllum	Garden	
2275	Liliaceae	LILIUM pomponium	Garden	
2276	Liliaceae	LILIUM pumilum	Garden	
2277	Liliaceae	LILIUM pyrenaicum	Garden	
2278	Liliaceae	LILIUM regale	Garden	
2279	Liliaceae	LILIUM regale f. album	Garden	
2280	Liliaceae	LILIUM rubellum	Garden	
2281	Liliaceae	LILIUM sargentiae	Garden	Yes
2282	Liliaceae	LILIUM wallichianum	Garden	
2283	Limnanthaceae	LIMNANTHES douglasii f. rosea	Garden	
2284	Plumbaginaceae	LIMONIUM bellidifolium	Garden	
2285	Plumbaginaceae	LIMONIUM minutum	Garden	
2286	Plantaginaceae	LINARIA aeruginea	Garden	
2287	Plantaginaceae	LINARIA alpina	Garden	
2288	Plantaginaceae	LINARIA dalmatica	Garden	
2289	Plantaginaceae	LINARIA depauperata  subsp. hegelmaieri	Garden	
2290	Plantaginaceae	LINARIA maroccana	Garden	
2291	Plantaginaceae	LINARIA purpurea	Garden	
2292	Plantaginaceae	LINARIA purpurea 'Canon Went'	Garden	
2293	Plantaginaceae	LINARIA purpurea 'Springside White'	Garden	
2294	Plantaginaceae	LINARIA repens	Garden	
2295	Plantaginaceae	LINARIA triornithophora	Garden	
2296	Plantaginaceae	LINARIA tristis	Garden	
2297	Plantaginaceae	LINARIA vulgaris	Garden	
2298	Boraginaceae	LINDELOFIA longiflora	Garden	
2299	Linaceae	LINUM altaicum	Garden	
2300	Linaceae	LINUM arboreum	Garden	
2301	Linaceae	LINUM capitatum	Garden	
2302	Linaceae	LINUM flavum	Garden	
2303	Linaceae	LINUM fruticosum	Garden	
2304	Linaceae	LINUM monogynum	Garden	
2305	Linaceae	LINUM suffruticosum subsp. salsoloides	Garden	
2306	Linaceae	LINUM tenuifolium	Garden	
2307	Loasaceae	LOASA nana	Garden	
2308	Campanulaceae	LOBELIA bridgesii	Garden	
2309	Campanulaceae	LOBELIA cardinalis	Garden	
2310	Campanulaceae	LOBELIA montana	Garden	
2311	Campanulaceae	LOBELIA siphilitica	Garden	
2312	Brassicaceae	LOBULARIA maritima purple	Garden	
2313	Brassicaceae	LOBULARIA maritima white	Garden	
2314	Apiaceae	LOMATIUM grayi	Garden	
2315	Caprifoliaceae	LOMELOSIA cretica	Garden	
2316	Caprifoliaceae	LONICERA sp. evg. shrub purple fl red berry	Garden	
2317	Caprifoliaceae	LONICERA trichosantha subsp. deflexicalyx	Garden	
2318	Fabaceae	LOTUS maritimus	Garden	
2319	Brassicaceae	LUNARIA annua 'Alba Variegata'	Garden	
2320	Brassicaceae	LUNARIA annua 'Corfu Blue'	Garden	
2321	Brassicaceae	LUNARIA rediviva	Garden	
2322	Fabaceae	LUPINUS hybs. mixed	Garden	
2323	Fabaceae	LUPINUS 'My Castle'	Garden	
2324	Fabaceae	LUPINUS Russell hybrids	Garden	
2325	Fabaceae	LUPINUS arboreus	Garden	
2326	Fabaceae	LUPINUS arboreus white	Garden	
2327	Fabaceae	LUPINUS arboreus 'Snow Queen'	Garden	
2328	Fabaceae	LUPINUS arcticus	Garden	
2329	Fabaceae	LUPINUS hartwegii	Garden	
2330	Fabaceae	LUPINUS lepidus	Garden	
2331	Fabaceae	LUPINUS nootkatensis	Garden	
2332	Fabaceae	LUPINUS perennis	Garden	
2333	Fabaceae	LUPINUS pilosus	Garden	
2334	Fabaceae	LUPINUS polyphyllus	Garden	
2335	Fabaceae	LUPINUS variegatus	Garden	
2336	Primulaceae	LYSIMACHIA atropurpurea	Garden	
2337	Primulaceae	LYSIMACHIA ciliata	Garden	
2338	Primulaceae	LYSIMACHIA ephemerum	Garden	
2339	Lythraceae	LYTHRUM salicaria	Garden	
2340	Magnoliaceae	MAGNOLIA sieboldii	Garden	
2341	Magnoliaceae	MAGNOLIA sinensis	Garden	
2342	Magnoliaceae	MAGNOLIA wilsonii	Garden	
2343	Magnoliaceae	MAGNOLIA yunnanensis	Garden	
2344	Asphodelaceae	MAIANTHEMUM racemosum	Garden	
2345	Malvaceae	MALVA arborea	Garden	
2346	Malvaceae	MALVA moschata	Garden	
2347	Malvaceae	MALVA moschata f. alba	Garden	
2348	Malvaceae	MALVA moschata f. rosea	Garden	
2349	Malvaceae	MALVA nicaeensis	Garden	
2350	Malvaceae	MALVA parviflora	Garden	
2351	Malvaceae	MALVELLA sherardiana	Garden	
2352	Cactaceae	MAMMILLARIA boolii	Garden	
2353	Apocynaceae	MANDEVILLA laxa	Garden	
2354	Solanaceae	MANDRAGORA officinarum	Garden	
2355	Rosaceae	MARGYRICARPUS pinnatus	Garden	
2356	Asphodelaceae	MASSONIA depressa	Garden	
2357	Asphodelaceae	MASSONIA echinata	Garden	
2358	Asphodelaceae	MASSONIA longipes	Garden	
2359	Asphodelaceae	MASSONIA pustulata	Garden	
2360	Brassicaceae	MATTHIOLA incana	Garden	
2361	Brassicaceae	MATTHIOLA trojana	Garden	
2362	Plantaginaceae	MAURANDYA barclayana	Garden	
2363	Plantaginaceae	MAURANDYA scandens blue	Garden	
2364	Papaveraceae	MECONOPSIS 'Fertile Blue Group'	Garden	
2365	Papaveraceae	MECONOPSIS Jim's Ex  FBG	Garden	
2366	Papaveraceae	MECONOPSIS 'Keillour Violet'	Garden	
2367	Papaveraceae	MECONOPSIS 'Lingholm'	Garden	
2368	Papaveraceae	MECONOPSIS 'Wysiwyg' pink perennial	Garden	
2369	Papaveraceae	MECONOPSIS aculeata	Garden	
2370	Papaveraceae	MECONOPSIS baileyi	Garden	
2371	Papaveraceae	MECONOPSIS baileyi pale blue	Garden	
2372	Papaveraceae	MECONOPSIS baileyi 'Göte Svanholm'	Garden	
2373	Papaveraceae	MECONOPSIS baileyi 'Hensol Violet'	Garden	
2374	Papaveraceae	MECONOPSIS baileyi f. alba	Garden	
2375	Papaveraceae	MECONOPSIS x complexa	Garden	
2376	Papaveraceae	MECONOPSIS x complexa mixed	Garden	
2377	Papaveraceae	MECONOPSIS x complexa pink	Garden	
2378	Papaveraceae	MECONOPSIS x complexa yellow	Garden	
2379	Papaveraceae	MECONOPSIS delavayi	Garden	
2380	Papaveraceae	MECONOPSIS dhwojii	Garden	
2381	Papaveraceae	MECONOPSIS gakyidiana	Garden	
2382	Papaveraceae	MECONOPSIS grandis	Garden	
2383	Papaveraceae	MECONOPSIS grandis aff. purple	Garden	
2384	Papaveraceae	MECONOPSIS horridula	Garden	
2385	Papaveraceae	MECONOPSIS integrifolia	Garden	
2386	Papaveraceae	MECONOPSIS integrifolia subsp. integrifolia	Garden	
2387	Papaveraceae	MECONOPSIS paniculata	Garden	
2388	Papaveraceae	MECONOPSIS punicea	Garden	
2389	Papaveraceae	MECONOPSIS quintuplinervia	Garden	
2390	Papaveraceae	MECONOPSIS rudis	Garden	
2391	Papaveraceae	MECONOPSIS rudis aff. long seed pod	Garden	
2392	Papaveraceae	MECONOPSIS x sheldonii f. alba	Garden	
2393	Papaveraceae	MECONOPSIS simplicifolia f. grandiflora	Garden	
2394	Papaveraceae	MECONOPSIS speciosa	Garden	
2395	Papaveraceae	MECONOPSIS staintonii	Garden	
2396	Papaveraceae	MECONOPSIS staintonii red	Garden	
2397	Papaveraceae	MECONOPSIS staintonii white	Garden	
2398	Papaveraceae	MECONOPSIS sulphurea	Garden	
2399	Papaveraceae	MECONOPSIS sulphurea subsp. gracilifolia	Garden	
2400	Papaveraceae	MECONOPSIS superba	Garden	
2401	Papaveraceae	MECONOPSIS wallichii	Garden	
2402	Papaveraceae	MECONOPSIS wilsonii subsp. australis	Garden	
2403	Papaveraceae	MECONOPSIS yaoshanensis	Garden	
2404	Papaveraceae	MECONOPSIS zhongdianensis	Garden	
2405	Fabaceae	MEDICAGO sativa	Garden	
2406	Brassicaceae	MEGACARPAEA polyandra	Garden	
2407	Gentianaceae	MEGACODON stylophorus	Garden	
2408	Francoaceae	MELIANTHUS major	Garden	
2409	Poaceae	MELICA altissima 'Atropurpurea'	Garden	
2410	Poaceae	MELICA ciliata	Garden	
2411	Lamiaceae	MELITTIS melissophyllum	Garden	
2412	Boraginaceae	MERTENSIA maritima	Garden	
2413	Boraginaceae	MERTENSIA maritima subsp. asiatica	Garden	
2414	Boraginaceae	MERTENSIA pterocarpa	Garden	
2415	Poaceae	MILIUM effusum 'Aureum'	Garden	
2416	Phrymaceae	MIMULUS alatus	Garden	
2417	Phrymaceae	MIMULUS cardinalis	Garden	
2418	Phrymaceae	MIMULUS cupreus	Garden	
2419	Phrymaceae	MIMULUS guttatus	Garden	
2420	Phrymaceae	MIMULUS lewisii	Garden	
2421	Phrymaceae	MIMULUS luteus	Garden	
2422	Phrymaceae	MIMULUS naiandinus	Garden	
2423	Caryophyllaceae	MINUARTIA laricifolia subsp. kitaibelii	Garden	
2424	Nyctaginaceae	MIRABILIS multiflora	Garden	
2425	Saxifragaceae	MITELLA breweri	Garden	
2426	Apiaceae	MOLOPOSPERMUM peloponnesiacum	Garden	
2427	Lamiaceae	MONARDELLA macrantha	Garden	
2428	Polygalaceae	MONNINA revoluta	Garden	
2429	Iridaceae	MORAEA alticola	Garden	
2430	Iridaceae	MORAEA aristata	Garden	
2431	Iridaceae	MORAEA aristata hybrid	Garden	
2432	Iridaceae	MORAEA bipartita	Garden	
2433	Iridaceae	MORAEA collina	Garden	
2434	Iridaceae	MORAEA elegans	Garden	
2435	Iridaceae	MORAEA gigandra	Garden	Yes
2436	Iridaceae	MORAEA huttonii	Garden	
2437	Iridaceae	MORAEA longifolia	Garden	
2438	Iridaceae	MORAEA macronyx	Garden	
2439	Iridaceae	MORAEA marlothii	Garden	
2440	Iridaceae	MORAEA polystachya	Garden	
2441	Iridaceae	MORAEA saxicola	Garden	
2442	Iridaceae	MORAEA setifolia	Garden	
2443	Iridaceae	MORAEA simulans	Garden	
2444	Iridaceae	MORAEA spathulata	Garden	
2445	Iridaceae	MORAEA vegeta	Garden	
2446	Iridaceae	MORAEA vegeta dwarf	Garden	
2447	Caprifoliaceae	MORINA longifolia	Garden	
2448	Caprifoliaceae	MORINA longifolia CC7162	Garden	
2449	Musaceae	MUSA velutina	Garden	
2450	Asphodelaceae	MUSCARI sp.  20cm	Garden	
2451	Asphodelaceae	MUSCARI sp.  BATM303	Garden	
2452	Asphodelaceae	MUSCARI sp.  pale blue	Garden	
2453	Asphodelaceae	MUSCARI sp.  tall ex Romania	Garden	
2454	Asphodelaceae	MUSCARI 'Pink Sunrise'	Garden	
2455	Asphodelaceae	MUSCARI armeniacum	Garden	
2456	Asphodelaceae	MUSCARI armeniacum pink ex JCA	Garden	
2457	Asphodelaceae	MUSCARI armeniacum 'Argaei'	Garden	
2458	Asphodelaceae	MUSCARI armeniacum 'Blue Spike'	Garden	
2459	Asphodelaceae	MUSCARI aucheri 'Autumn Glory'	Garden	
2460	Asphodelaceae	MUSCARI aucheri 'Mount Hood'	Garden	
2461	Asphodelaceae	MUSCARI aucheri 'Mount Hood'	Garden	Yes
2462	Asphodelaceae	MUSCARI commutatum	Garden	
2463	Asphodelaceae	MUSCARI kerkis	Garden	
2464	Asphodelaceae	MUSCARI latifolium	Garden	
2465	Asphodelaceae	MUSCARI leucostomum	Garden	
2466	Asphodelaceae	MUSCARI macrocarpum	Garden	
2467	Asphodelaceae	MUSCARI neglectum	Garden	
2468	Asphodelaceae	MUSCARI neglectum cf. ex Greece	Garden	
2469	Asphodelaceae	MUSCARI neglectum subsp. grandifolium	Garden	
2470	Asphodelaceae	MUSCARI pulchellum KP98024	Garden	
2471	Asphodelaceae	MUSCARI racemosum	Garden	
2472	Asphodelaceae	MUSCARI sosnowskyi	Garden	
2473	Asphodelaceae	MUSCARI spreitzenhoferi	Garden	
2474	Asphodelaceae	MUSCARI turcicum	Garden	
2475	Boraginaceae	MYOSOTIDIUM hortensium	Garden	
2476	Boraginaceae	MYOSOTIS alpestris	Garden	
2477	Boraginaceae	MYOSOTIS pygmaea	Garden	
2478	Boraginaceae	MYOSOTIS rakiura	Garden	
2479	Apiaceae	MYRRHIS odorata	Garden	
2480	Myrtaceae	MYRTEOLA nummularia	Garden	
2481	Amaryllidaceae	NARCISSUS 'Callisto'	Garden	
2482	Amaryllidaceae	NARCISSUS 'Columba'	Garden	
2483	Amaryllidaceae	NARCISSUS 'Craigton Clumper'	Garden	
2484	Amaryllidaceae	NARCISSUS 'Cyllene'	Garden	
2485	Amaryllidaceae	NARCISSUS 'Elara'	Garden	
2486	Amaryllidaceae	NARCISSUS 'Helene'	Garden	
2487	Amaryllidaceae	NARCISSUS 'Mary Poppins'	Garden	
2488	Amaryllidaceae	NARCISSUS 'Solveig's Song'	Garden	Yes
2489	Amaryllidaceae	NARCISSUS 'Tethys'	Garden	
2490	Amaryllidaceae	NARCISSUS abscissus	Garden	
2491	Amaryllidaceae	NARCISSUS assoanus	Garden	
2492	Amaryllidaceae	NARCISSUS assoanus subsp. assoanus	Garden	
2493	Amaryllidaceae	NARCISSUS asturiensis	Garden	
2494	Amaryllidaceae	NARCISSUS bicolor	Garden	
2495	Amaryllidaceae	NARCISSUS blancoi	Garden	
2496	Amaryllidaceae	NARCISSUS bulbocodium	Garden	
2497	Amaryllidaceae	NARCISSUS bulbocodium hybrids	Garden	
